Order_ID,Order_Date,Product,Category,Region,Quantity,Unit_Price,Payment_Method,Customer_ID,Revenue
11344,2022-06-13 04:50:26.904484080,Mouse,Accessories,East,5,30337,Card,3923,151685
11345,2022-06-13 07:45:26.254375728,Tablet,Mobiles,South,5,47832,Cash,4418,239160
11346,2022-06-13 10:40:25.604267376,Mouse,Mobiles,West,3,9064,UPI,3431,27192
11347,2022-06-13 13:35:24.954159026,Keyboard,Electronics,North,5,40782,NetBanking,4584,203910
11348,2022-06-13 16:30:24.304050674,Tablet,Accessories,East,3,47344,UPI,4809,142032
11349,2022-06-13 19:25:23.653942322,Monitor,Mobiles,West,3,49734,Cash,1810,149202
11350,2022-06-13 22:20:23.003833972,Laptop,Electronics,North,3,27068,Cash,2311,81204
11351,2022-06-14 01:15:22.353725620,Headphones,Mobiles,West,1,40305,UPI,3795,40305
11352,2022-06-14 04:10:21.703617268,USB Cable,Accessories,South,1,11471,Card,2894,11471
11353,2022-06-14 07:05:21.053508918,Charger,Mobiles,South,1,42641,Cash,4006,42641
11354,2022-06-14 10:00:20.403400566,USB Cable,Mobiles,North,1,25781,UPI,2056,25781
11355,2022-06-14 12:55:19.753292214,Camera,Electronics,South,2,28385,Cash,3142,56770
11356,2022-06-14 15:50:19.103183864,USB Cable,Mobiles,West,4,38071,Card,4067,152284
11357,2022-06-14 18:45:18.453075512,Tablet,Electronics,North,4,15530,Card,1204,62120
11358,2022-06-14 21:40:17.802967160,Monitor,Accessories,West,3,45330,UPI,4692,135990
11359,2022-06-15 00:35:17.152858808,Headphones,Mobiles,West,5,9133,NetBanking,3881,45665
11360,2022-06-15 03:30:16.502750458,Laptop,Accessories,West,1,20018,NetBanking,3077,20018
11361,2022-06-15 06:25:15.852642106,Laptop,Accessories,South,4,18356,Card,3313,73424
11362,2022-06-15 09:20:15.202533754,Keyboard,Mobiles,South,4,48622,NetBanking,3070,194488
11363,2022-06-15 12:15:14.552425404,Charger,Electronics,West,1,31288,Card,3656,31288
11364,2022-06-15 15:10:13.902317052,Mouse,Accessories,East,2,36188,NetBanking,1038,72376
11365,2022-06-15 18:05:13.252208700,Monitor,Accessories,West,2,15079,Card,1172,30158
11366,2022-06-15 21:00:12.602100350,Mouse,Mobiles,West,4,2828,Cash,1759,11312
11367,2022-06-15 23:55:11.951991998,Headphones,Mobiles,North,2,1695,UPI,2914,3390
11368,2022-06-16 02:50:11.301883646,USB Cable,Mobiles,West,1,32724,UPI,4484,32724
11369,2022-06-16 05:45:10.651775294,Laptop,Mobiles,South,4,31668,NetBanking,1413,126672
11370,2022-06-16 08:40:10.001666944,Headphones,Mobiles,North,1,2388,UPI,4745,2388
11371,2022-06-16 11:35:09.351558592,USB Cable,Mobiles,East,2,39713,NetBanking,1691,79426
11372,2022-06-16 14:30:08.701450240,Laptop,Electronics,North,1,40531,Card,3662,40531
11373,2022-06-16 17:25:08.051341890,USB Cable,Accessories,East,2,29111,Cash,3256,58222
11374,2022-06-16 20:20:07.401233538,Charger,Electronics,North,2,17227,UPI,1021,34454
11375,2022-06-16 23:15:06.751125186,Monitor,Electronics,North,1,17978,Cash,3052,17978
11376,2022-06-17 02:10:06.101016836,Camera,Mobiles,East,2,7044,UPI,3698,14088
11377,2022-06-17 05:05:05.450908484,Headphones,Accessories,South,3,12402,Card,1213,37206
11378,2022-06-17 08:00:04.800800132,Headphones,Electronics,South,1,43048,UPI,2695,43048
11379,2022-06-17 10:55:04.150691782,Smartphone,Mobiles,South,3,307,UPI,1919,921
11380,2022-06-17 13:50:03.500583430,Tablet,Mobiles,North,1,1183,Card,1906,1183
11381,2022-06-17 16:45:02.850475078,Charger,Accessories,West,2,3411,NetBanking,4210,6822
11382,2022-06-17 19:40:02.200366726,Charger,Electronics,North,2,23235,NetBanking,4728,46470
11383,2022-06-17 22:35:01.550258376,Mouse,Electronics,West,4,41456,Card,3719,165824
11384,2022-06-18 01:30:00.900150024,USB Cable,Electronics,West,4,31319,NetBanking,4666,125276
11385,2022-06-18 04:25:00.250041672,Tablet,Mobiles,South,3,16692,UPI,3714,50076
11386,2022-06-18 07:19:59.599933322,Monitor,Accessories,West,2,46312,Cash,1799,92624
11387,2022-06-18 10:14:58.949824970,Monitor,Accessories,North,4,24032,Card,3364,96128
11388,2022-06-18 13:09:58.299716618,Charger,Electronics,North,2,19140,UPI,1792,38280
11389,2022-06-18 16:04:57.649608268,Monitor,Mobiles,South,1,5950,Card,1575,5950
11390,2022-06-18 18:59:56.999499916,Smartphone,Electronics,East,4,31816,Cash,2727,127264
11391,2022-06-18 21:54:56.349391564,Headphones,Accessories,North,3,12819,UPI,4227,38457
11392,2022-06-19 00:49:55.699283212,Keyboard,Mobiles,West,4,21877,UPI,2447,87508
11393,2022-06-19 03:44:55.049174862,Camera,Electronics,North,2,49385,Cash,4571,98770
11394,2022-06-19 06:39:54.399066510,Mouse,Electronics,North,5,17122,Cash,1090,85610
11395,2022-06-19 09:34:53.748958158,USB Cable,Mobiles,North,5,34096,NetBanking,4725,170480
11396,2022-06-19 12:29:53.098849808,Camera,Accessories,East,2,28045,UPI,2065,56090
11397,2022-06-19 15:24:52.448741456,USB Cable,Mobiles,West,1,28888,Cash,1760,28888
11398,2022-06-19 18:19:51.798633104,Laptop,Electronics,South,4,4119,Cash,4366,16476
11399,2022-06-19 21:14:51.148524754,Camera,Electronics,North,5,9582,UPI,1769,47910
11400,2022-06-20 00:09:50.498416402,Keyboard,Electronics,West,1,46973,NetBanking,2360,46973
11401,2022-06-20 03:04:49.848308050,Charger,Electronics,West,2,18680,Card,3048,37360
11402,2022-06-20 05:59:49.198199698,Smartphone,Accessories,South,1,9995,NetBanking,3156,9995
11403,2022-06-20 08:54:48.548091348,Headphones,Accessories,North,2,14235,Cash,3975,28470
11404,2022-06-20 11:49:47.897982996,Headphones,Electronics,East,4,49113,Card,3002,196452
11405,2022-06-20 14:44:47.247874644,Smartphone,Accessories,West,1,10487,Card,4196,10487
11406,2022-06-20 17:39:46.597766294,Tablet,Accessories,South,4,29236,NetBanking,2087,116944
11407,2022-06-20 20:34:45.947657942,Laptop,Accessories,East,1,17459,Card,1205,17459
11408,2022-06-20 23:29:45.297549590,USB Cable,Electronics,West,2,47772,Cash,4486,95544
11409,2022-06-21 02:24:44.647441240,Keyboard,Mobiles,North,2,6221,UPI,3897,12442
11410,2022-06-21 05:19:43.997332888,Monitor,Mobiles,West,1,33896,UPI,4315,33896
11411,2022-06-21 08:14:43.347224536,Camera,Mobiles,East,2,17009,UPI,3637,34018
11412,2022-06-21 11:09:42.697116186,Laptop,Electronics,East,3,2427,NetBanking,1622,7281
11413,2022-06-21 14:04:42.047007834,Camera,Accessories,North,3,19030,UPI,2677,57090
11414,2022-06-21 16:59:41.396899482,Keyboard,Accessories,North,4,35351,UPI,4287,141404
11415,2022-06-21 19:54:40.746791130,Mouse,Electronics,South,3,35602,UPI,4012,106806
11416,2022-06-21 22:49:40.096682780,Mouse,Electronics,North,3,31647,Card,2551,94941
11417,2022-06-22 01:44:39.446574428,Laptop,Mobiles,South,5,31788,Card,4012,158940
11418,2022-06-22 04:39:38.796466076,Charger,Mobiles,East,5,42598,Card,4637,212990
11419,2022-06-22 07:34:38.146357726,Keyboard,Electronics,East,5,42970,Cash,3700,214850
11420,2022-06-22 10:29:37.496249374,Keyboard,Mobiles,West,5,7404,Cash,4451,37020
11421,2022-06-22 13:24:36.846141022,Smartphone,Accessories,West,2,4149,Cash,2871,8298
11422,2022-06-22 16:19:36.196032672,Charger,Electronics,South,4,15047,UPI,1078,60188
11423,2022-06-22 19:14:35.545924320,USB Cable,Electronics,North,4,9595,Card,3462,38380
11424,2022-06-22 22:09:34.895815968,USB Cable,Accessories,North,3,24807,Cash,2476,74421
11425,2022-06-23 01:04:34.245707616,Monitor,Accessories,West,4,33260,NetBanking,2172,133040
11426,2022-06-23 03:59:33.595599266,Headphones,Accessories,East,3,44644,Card,1638,133932
11427,2022-06-23 06:54:32.945490914,Mouse,Mobiles,South,4,43735,UPI,2693,174940
11428,2022-06-23 09:49:32.295382562,USB Cable,Electronics,East,1,30806,Card,3838,30806
11429,2022-06-23 12:44:31.645274212,Charger,Mobiles,East,1,35334,UPI,2061,35334
11430,2022-06-23 15:39:30.995165860,Keyboard,Accessories,North,4,34093,Cash,4228,136372
11431,2022-06-23 18:34:30.345057508,USB Cable,Mobiles,South,2,15087,UPI,3380,30174
11432,2022-06-23 21:29:29.694949158,Keyboard,Accessories,East,3,19189,UPI,3335,57567
11433,2022-06-24 00:24:29.044840806,USB Cable,Mobiles,West,4,561,NetBanking,4183,2244
11434,2022-06-24 03:19:28.394732454,Mouse,Mobiles,West,3,10093,Card,2725,30279
11435,2022-06-24 06:14:27.744624104,Camera,Accessories,North,5,11565,UPI,2641,57825
11436,2022-06-24 09:09:27.094515752,USB Cable,Mobiles,West,4,16635,NetBanking,2114,66540
11437,2022-06-24 12:04:26.444407400,Charger,Electronics,West,2,32740,NetBanking,2889,65480
11438,2022-06-24 14:59:25.794299048,USB Cable,Mobiles,East,5,10561,NetBanking,4884,52805
11439,2022-06-24 17:54:25.144190698,Headphones,Mobiles,West,4,12466,Cash,4120,49864
11440,2022-06-24 20:49:24.494082346,Mouse,Electronics,West,1,29995,Cash,1160,29995
11441,2022-06-24 23:44:23.843973994,Charger,Accessories,East,4,1885,UPI,4587,7540
11442,2022-06-25 02:39:23.193865644,Smartphone,Electronics,North,1,6342,Card,2425,6342
11443,2022-06-25 05:34:22.543757292,Charger,Mobiles,North,1,24629,Cash,2733,24629
11444,2022-06-25 08:29:21.893648940,Headphones,Accessories,South,4,47180,Cash,1319,188720
11445,2022-06-25 11:24:21.243540590,Camera,Mobiles,West,4,6456,UPI,3971,25824
11446,2022-06-25 14:19:20.593432238,Mouse,Mobiles,East,1,23329,UPI,3411,23329
11447,2022-06-25 17:14:19.943323886,Smartphone,Electronics,South,3,19944,Cash,4960,59832
11448,2022-06-25 20:09:19.293215534,Headphones,Electronics,North,5,18320,UPI,4513,91600
11449,2022-06-25 23:04:18.643107184,Headphones,Accessories,North,2,42457,NetBanking,3522,84914
11450,2022-06-26 01:59:17.992998832,Laptop,Accessories,East,4,25751,UPI,4070,103004
11451,2022-06-26 04:54:17.342890480,Mouse,Accessories,South,5,31786,NetBanking,1765,158930
11452,2022-06-26 07:49:16.692782130,Charger,Mobiles,South,5,22227,Cash,1601,111135
11453,2022-06-26 10:44:16.042673778,Keyboard,Electronics,East,3,22762,Card,3359,68286
11454,2022-06-26 13:39:15.392565426,Camera,Electronics,East,5,34361,NetBanking,2555,171805
11455,2022-06-26 16:34:14.742457076,Keyboard,Electronics,South,4,25460,Card,1588,101840
11456,2022-06-26 19:29:14.092348724,Charger,Accessories,North,5,38031,Cash,2243,190155
11457,2022-06-26 22:24:13.442240372,Charger,Electronics,West,4,42480,UPI,2697,169920
11458,2022-06-27 01:19:12.792132022,Mouse,Electronics,North,4,14397,NetBanking,2520,57588
11459,2022-06-27 04:14:12.142023670,Charger,Electronics,East,1,38572,NetBanking,3390,38572
11460,2022-06-27 07:09:11.491915318,Laptop,Accessories,South,3,22888,Cash,1905,68664
11461,2022-06-27 10:04:10.841806966,Smartphone,Electronics,South,2,39556,Cash,2650,79112
11462,2022-06-27 12:59:10.191698616,Charger,Accessories,West,1,27111,UPI,2117,27111
11463,2022-06-27 15:54:09.541590264,Keyboard,Electronics,South,2,48703,Card,4989,97406
11464,2022-06-27 18:49:08.891481912,Charger,Electronics,West,4,28157,NetBanking,4204,112628
11465,2022-06-27 21:44:08.241373562,Laptop,Electronics,North,1,18547,Card,2524,18547
11466,2022-06-28 00:39:07.591265210,USB Cable,Accessories,North,5,18504,NetBanking,1171,92520
11467,2022-06-28 03:34:06.941156858,USB Cable,Accessories,South,5,21241,NetBanking,1625,106205
11468,2022-06-28 06:29:06.291048508,Headphones,Electronics,South,2,22407,UPI,3045,44814
11469,2022-06-28 09:24:05.640940156,Camera,Mobiles,East,4,10441,NetBanking,4080,41764
11470,2022-06-28 12:19:04.990831804,Monitor,Accessories,East,2,40221,NetBanking,4882,80442
11471,2022-06-28 15:14:04.340723452,Smartphone,Accessories,South,3,9242,Cash,4843,27726
11472,2022-06-28 18:09:03.690615102,Tablet,Electronics,South,5,48134,UPI,1681,240670
11473,2022-06-28 21:04:03.040506750,Headphones,Mobiles,North,1,41084,Cash,2344,41084
11474,2022-06-28 23:59:02.390398398,Camera,Electronics,South,1,16032,NetBanking,4169,16032
11475,2022-06-29 02:54:01.740290048,USB Cable,Accessories,East,1,12117,UPI,4240,12117
11476,2022-06-29 05:49:01.090181696,Keyboard,Accessories,North,5,33437,NetBanking,2983,167185
11477,2022-06-29 08:44:00.440073344,Tablet,Electronics,West,4,37980,UPI,1310,151920
11478,2022-06-29 11:38:59.789964994,Camera,Electronics,East,5,1455,Card,4801,7275
11479,2022-06-29 14:33:59.139856642,Camera,Mobiles,East,5,40924,Card,3961,204620
11480,2022-06-29 17:28:58.489748290,Headphones,Mobiles,North,1,16186,UPI,2935,16186
11481,2022-06-29 20:23:57.839639938,Tablet,Accessories,West,5,21615,NetBanking,4414,108075
11482,2022-06-29 23:18:57.189531588,Mouse,Mobiles,East,1,14320,UPI,3477,14320
11483,2022-06-30 02:13:56.539423236,Monitor,Mobiles,South,4,47366,NetBanking,3905,189464
11484,2022-06-30 05:08:55.889314884,Mouse,Accessories,East,3,33702,Card,2985,101106
11485,2022-06-30 08:03:55.239206534,Tablet,Accessories,North,1,11408,NetBanking,4627,11408
11486,2022-06-30 10:58:54.589098182,Mouse,Accessories,North,2,1069,Cash,2523,2138
11487,2022-06-30 13:53:53.938989830,Laptop,Accessories,North,3,33460,Card,4844,100380
11488,2022-06-30 16:48:53.288881480,USB Cable,Electronics,East,4,354,Cash,1284,1416
11489,2022-06-30 19:43:52.638773128,Laptop,Accessories,West,3,10406,Card,4709,31218
11490,2022-06-30 22:38:51.988664776,Charger,Accessories,South,1,27641,Card,2283,27641
11491,2022-07-01 01:33:51.338556426,Mouse,Accessories,North,4,2761,Cash,3542,11044
11492,2022-07-01 04:28:50.688448074,Charger,Mobiles,West,2,15409,UPI,1354,30818
11493,2022-07-01 07:23:50.038339722,Keyboard,Accessories,South,1,41662,NetBanking,3261,41662
11494,2022-07-01 10:18:49.388231370,Smartphone,Electronics,North,1,18323,Card,3864,18323
11495,2022-07-01 13:13:48.738123020,Keyboard,Electronics,South,4,6005,NetBanking,1199,24020
11496,2022-07-01 16:08:48.088014668,Tablet,Accessories,South,4,2531,Card,4307,10124
11497,2022-07-01 19:03:47.437906316,Camera,Electronics,West,3,7856,NetBanking,3900,23568
11498,2022-07-01 21:58:46.787797966,USB Cable,Mobiles,South,2,5453,Card,3183,10906
11499,2022-07-02 00:53:46.137689614,Mouse,Accessories,North,3,1837,UPI,2913,5511
11500,2022-07-02 03:48:45.487581262,Headphones,Electronics,West,3,16968,Card,1947,50904
11501,2022-07-02 06:43:44.837472912,Smartphone,Electronics,East,1,32576,UPI,3675,32576
11502,2022-07-02 09:38:44.187364560,Monitor,Accessories,East,4,24425,Card,1916,97700
11503,2022-07-02 12:33:43.537256208,Monitor,Electronics,West,1,12426,NetBanking,4738,12426
11504,2022-07-02 15:28:42.887147856,Monitor,Accessories,East,2,24686,Cash,4493,49372
11505,2022-07-02 18:23:42.237039506,Mouse,Electronics,South,3,13011,Card,4972,39033
11506,2022-07-02 21:18:41.586931154,Monitor,Mobiles,North,2,29180,Card,2364,58360
11507,2022-07-03 00:13:40.936822802,Laptop,Electronics,South,4,22735,UPI,2852,90940
11508,2022-07-03 03:08:40.286714452,Smartphone,Electronics,West,4,5313,NetBanking,4975,21252
11509,2022-07-03 06:03:39.636606100,Laptop,Accessories,North,5,39095,UPI,1341,195475
11510,2022-07-03 08:58:38.986497748,Camera,Electronics,West,2,28040,NetBanking,4601,56080
11511,2022-07-03 11:53:38.336389398,Smartphone,Accessories,West,1,44147,NetBanking,1387,44147
11512,2022-07-03 14:48:37.686281046,Laptop,Mobiles,West,2,48704,UPI,1003,97408
11513,2022-07-03 17:43:37.036172694,Smartphone,Accessories,South,3,23465,Cash,1676,70395
11514,2022-07-03 20:38:36.386064344,Camera,Accessories,North,4,8896,NetBanking,2662,35584
11515,2022-07-03 23:33:35.735955992,Charger,Electronics,North,4,49219,Cash,3446,196876
11516,2022-07-04 02:28:35.085847640,Mouse,Mobiles,North,2,17452,UPI,4493,34904
11517,2022-07-04 05:23:34.435739288,Mouse,Accessories,South,2,16920,Cash,3458,33840
11518,2022-07-04 08:18:33.785630938,Monitor,Electronics,East,2,11066,NetBanking,1212,22132
11519,2022-07-04 11:13:33.135522586,Keyboard,Electronics,South,3,46835,UPI,1559,140505
11520,2022-07-04 14:08:32.485414234,Monitor,Accessories,South,3,1909,Cash,1557,5727
11521,2022-07-04 17:03:31.835305884,Tablet,Electronics,West,1,39414,UPI,3605,39414
11522,2022-07-04 19:58:31.185197532,Laptop,Accessories,North,2,40975,UPI,4119,81950
11523,2022-07-04 22:53:30.535089180,Smartphone,Accessories,North,1,5605,Cash,4258,5605
11524,2022-07-05 01:48:29.884980830,Keyboard,Accessories,East,5,30749,NetBanking,3549,153745
11525,2022-07-05 04:43:29.234872478,Camera,Mobiles,East,3,5357,NetBanking,4703,16071
11526,2022-07-05 07:38:28.584764126,Tablet,Accessories,West,4,15151,NetBanking,3691,60604
11527,2022-07-05 10:33:27.934655774,Camera,Electronics,North,5,5009,NetBanking,2994,25045
11528,2022-07-05 13:28:27.284547424,Mouse,Mobiles,East,4,27445,Card,3578,109780
11529,2022-07-05 16:23:26.634439072,Mouse,Electronics,East,5,14966,UPI,1952,74830
11530,2022-07-05 19:18:25.984330720,Monitor,Mobiles,North,1,42889,UPI,3834,42889
11531,2022-07-05 22:13:25.334222370,Laptop,Mobiles,South,1,24968,Card,1474,24968
11532,2022-07-06 01:08:24.684114018,Keyboard,Mobiles,East,3,48226,UPI,2767,144678
11533,2022-07-06 04:03:24.034005666,USB Cable,Mobiles,North,4,28627,UPI,1041,114508
11534,2022-07-06 06:58:23.383897316,Tablet,Electronics,East,5,561,Cash,3651,2805
11535,2022-07-06 09:53:22.733788964,Tablet,Accessories,West,2,28560,Card,4332,57120
11536,2022-07-06 12:48:22.083680612,Monitor,Electronics,East,2,48600,UPI,3095,97200
11537,2022-07-06 15:43:21.433572260,Mouse,Accessories,North,3,3333,UPI,4992,9999
11538,2022-07-06 18:38:20.783463910,Monitor,Electronics,East,4,12228,Card,2986,48912
11539,2022-07-06 21:33:20.133355558,Smartphone,Mobiles,West,2,5302,Card,4865,10604
11540,2022-07-07 00:28:19.483247206,Keyboard,Mobiles,West,3,35807,Cash,4657,107421
11541,2022-07-07 03:23:18.833138856,Laptop,Accessories,East,3,31358,Cash,1727,94074
11542,2022-07-07 06:18:18.183030504,Charger,Accessories,East,4,48065,NetBanking,4517,192260
11543,2022-07-07 09:13:17.532922152,Headphones,Electronics,West,2,31338,NetBanking,3268,62676
11544,2022-07-07 12:08:16.882813802,Headphones,Accessories,West,2,13822,Cash,2644,27644
11545,2022-07-07 15:03:16.232705450,Monitor,Electronics,South,2,45866,UPI,4718,91732
11546,2022-07-07 17:58:15.582597098,Smartphone,Accessories,South,1,49340,Card,1939,49340
11547,2022-07-07 20:53:14.932488748,Keyboard,Accessories,West,2,18147,Cash,1342,36294
11548,2022-07-07 23:48:14.282380396,USB Cable,Accessories,East,5,3401,NetBanking,4309,17005
11549,2022-07-08 02:43:13.632272044,Headphones,Mobiles,North,1,32644,Card,3202,32644
11550,2022-07-08 05:38:12.982163692,Keyboard,Mobiles,East,1,31683,NetBanking,3985,31683
11551,2022-07-08 08:33:12.332055342,Laptop,Electronics,East,1,27613,UPI,1840,27613
11552,2022-07-08 11:28:11.681946990,Camera,Accessories,South,1,15740,UPI,3027,15740
11553,2022-07-08 14:23:11.031838638,Smartphone,Electronics,South,3,22513,NetBanking,4127,67539
11554,2022-07-08 17:18:10.381730288,Mouse,Accessories,South,5,16905,Card,3434,84525
11555,2022-07-08 20:13:09.731621936,Keyboard,Mobiles,West,4,20233,NetBanking,1893,80932
11556,2022-07-08 23:08:09.081513584,Laptop,Mobiles,West,2,48999,Card,2932,97998
11557,2022-07-09 02:03:08.431405234,USB Cable,Accessories,East,1,21455,Cash,4781,21455
11558,2022-07-09 04:58:07.781296882,Charger,Accessories,East,4,23329,NetBanking,2338,93316
11559,2022-07-09 07:53:07.131188530,Mouse,Mobiles,North,3,4533,NetBanking,1037,13599
11560,2022-07-09 10:48:06.481080178,Charger,Mobiles,East,4,33133,Card,2364,132532
11561,2022-07-09 13:43:05.830971828,USB Cable,Electronics,East,1,35718,Cash,1850,35718
11562,2022-07-09 16:38:05.180863476,Laptop,Mobiles,South,5,1478,Card,3776,7390
11563,2022-07-09 19:33:04.530755124,Headphones,Accessories,South,4,6603,Card,1230,26412
11564,2022-07-09 22:28:03.880646774,Charger,Electronics,South,1,40025,NetBanking,3499,40025
11565,2022-07-10 01:23:03.230538422,Mouse,Accessories,South,1,42874,NetBanking,2365,42874
11566,2022-07-10 04:18:02.580430070,Monitor,Electronics,South,2,33717,Card,4524,67434
11567,2022-07-10 07:13:01.930321720,Tablet,Accessories,North,2,4914,UPI,3304,9828
11568,2022-07-10 10:08:01.280213368,Keyboard,Mobiles,North,5,23863,UPI,3481,119315
11569,2022-07-10 13:03:00.630105016,Headphones,Accessories,North,2,10100,UPI,1208,20200
11570,2022-07-10 15:57:59.979996666,Charger,Electronics,South,5,15388,NetBanking,2224,76940
11571,2022-07-10 18:52:59.329888314,Camera,Accessories,West,3,3374,NetBanking,3184,10122
11572,2022-07-10 21:47:58.679779962,Keyboard,Electronics,South,3,49968,Cash,4711,149904
11573,2022-07-11 00:42:58.029671610,Monitor,Accessories,South,2,14327,NetBanking,3612,28654
11574,2022-07-11 03:37:57.379563260,USB Cable,Mobiles,North,3,17379,Cash,3903,52137
11575,2022-07-11 06:32:56.729454908,Tablet,Mobiles,South,4,9468,NetBanking,4465,37872
11576,2022-07-11 09:27:56.079346556,Laptop,Accessories,North,4,44813,UPI,4667,179252
11577,2022-07-11 12:22:55.429238206,Monitor,Accessories,South,4,42836,UPI,3768,171344
11578,2022-07-11 15:17:54.779129854,Monitor,Accessories,East,3,31106,Card,3892,93318
11579,2022-07-11 18:12:54.129021502,USB Cable,Electronics,West,4,27480,Card,4868,109920
11580,2022-07-11 21:07:53.478913152,Smartphone,Accessories,West,5,28068,Cash,3083,140340
11581,2022-07-12 00:02:52.828804800,USB Cable,Accessories,North,1,9751,Cash,2238,9751
11582,2022-07-12 02:57:52.178696448,Smartphone,Electronics,East,2,14003,Card,3074,28006
11583,2022-07-12 05:52:51.528588096,Smartphone,Mobiles,West,5,19027,Cash,4729,95135
11584,2022-07-12 08:47:50.878479746,Headphones,Accessories,North,4,7871,NetBanking,3065,31484
11585,2022-07-12 11:42:50.228371394,Headphones,Accessories,South,1,13560,UPI,1629,13560
11586,2022-07-12 14:37:49.578263042,Mouse,Mobiles,South,2,4737,Card,4208,9474
11587,2022-07-12 17:32:48.928154692,Charger,Mobiles,East,5,45790,Card,1578,228950
11588,2022-07-12 20:27:48.278046340,Charger,Electronics,West,2,40934,NetBanking,1902,81868
11589,2022-07-12 23:22:47.627937988,Laptop,Accessories,South,3,3653,Cash,2849,10959
11590,2022-07-13 02:17:46.977829638,Charger,Accessories,North,4,34217,Card,4022,136868
11591,2022-07-13 05:12:46.327721286,Headphones,Electronics,South,5,35854,Card,2053,179270
11592,2022-07-13 08:07:45.677612934,Mouse,Mobiles,South,5,23680,NetBanking,4144,118400
11593,2022-07-13 11:02:45.027504584,Mouse,Electronics,West,1,11622,UPI,1122,11622
11594,2022-07-13 13:57:44.377396232,Smartphone,Mobiles,West,1,34990,Card,1956,34990
11595,2022-07-13 16:52:43.727287880,USB Cable,Electronics,North,1,28304,Card,2000,28304
11596,2022-07-13 19:47:43.077179528,Laptop,Mobiles,East,2,13992,NetBanking,1986,27984
11597,2022-07-13 22:42:42.427071178,Smartphone,Electronics,East,4,8789,Card,2251,35156
11598,2022-07-14 01:37:41.776962826,USB Cable,Mobiles,South,2,28163,Card,1337,56326
11599,2022-07-14 04:32:41.126854474,Charger,Mobiles,North,4,14162,UPI,1990,56648
11600,2022-07-14 07:27:40.476746124,Smartphone,Mobiles,East,5,1463,Card,3320,7315
11601,2022-07-14 10:22:39.826637772,Keyboard,Mobiles,East,2,16791,NetBanking,4829,33582
11602,2022-07-14 13:17:39.176529420,Charger,Mobiles,South,2,2851,UPI,2460,5702
11603,2022-07-14 16:12:38.526421070,USB Cable,Accessories,North,2,7882,UPI,1901,15764
11604,2022-07-14 19:07:37.876312718,Laptop,Mobiles,East,3,17748,UPI,3086,53244
11605,2022-07-14 22:02:37.226204366,USB Cable,Accessories,West,4,12640,Cash,4992,50560
11606,2022-07-15 00:57:36.576096014,Smartphone,Mobiles,West,4,46091,NetBanking,3729,184364
11607,2022-07-15 03:52:35.925987664,Smartphone,Accessories,South,2,5439,Cash,1425,10878
11608,2022-07-15 06:47:35.275879312,Monitor,Accessories,South,3,27120,Card,3362,81360
11609,2022-07-15 09:42:34.625770960,Laptop,Electronics,South,2,27709,UPI,1613,55418
11610,2022-07-15 12:37:33.975662610,Camera,Mobiles,South,4,5948,Cash,4877,23792
11611,2022-07-15 15:32:33.325554258,Charger,Electronics,East,5,16977,Card,4580,84885
11612,2022-07-15 18:27:32.675445906,Mouse,Electronics,North,3,18505,Cash,4998,55515
11613,2022-07-15 21:22:32.025337556,Laptop,Mobiles,South,3,48729,UPI,3802,146187
11614,2022-07-16 00:17:31.375229204,Mouse,Electronics,South,2,46333,Card,3204,92666
11615,2022-07-16 03:12:30.725120852,Laptop,Mobiles,East,5,21571,UPI,1871,107855
11616,2022-07-16 06:07:30.075012500,Laptop,Electronics,South,4,3402,UPI,3824,13608
11617,2022-07-16 09:02:29.424904150,USB Cable,Mobiles,South,1,14537,Cash,3304,14537
11618,2022-07-16 11:57:28.774795798,Laptop,Mobiles,North,4,48030,NetBanking,2999,192120
11619,2022-07-16 14:52:28.124687446,Monitor,Mobiles,West,4,14612,Card,2893,58448
11620,2022-07-16 17:47:27.474579096,Camera,Accessories,South,5,32536,Card,3902,162680
11621,2022-07-16 20:42:26.824470744,Smartphone,Electronics,East,3,23611,NetBanking,1634,70833
11622,2022-07-16 23:37:26.174362392,Tablet,Accessories,North,4,5122,Card,3503,20488
11623,2022-07-17 02:32:25.524254042,Mouse,Electronics,East,3,43339,Cash,3094,130017
11624,2022-07-17 05:27:24.874145690,Smartphone,Electronics,North,5,6255,Card,4403,31275
11625,2022-07-17 08:22:24.224037338,Tablet,Electronics,North,5,31580,Cash,3057,157900
11626,2022-07-17 11:17:23.573928988,Camera,Accessories,South,2,38122,Card,3191,76244
11627,2022-07-17 14:12:22.923820636,Camera,Electronics,South,1,25432,Cash,2454,25432
11628,2022-07-17 17:07:22.273712284,Mouse,Accessories,South,5,4454,NetBanking,4882,22270
11629,2022-07-17 20:02:21.623603932,Mouse,Mobiles,West,5,31947,Card,4223,159735
11630,2022-07-17 22:57:20.973495582,Camera,Electronics,West,3,35384,Cash,1486,106152
11631,2022-07-18 01:52:20.323387230,Tablet,Electronics,East,5,48740,UPI,4207,243700
11632,2022-07-18 04:47:19.673278878,Laptop,Mobiles,South,4,10256,UPI,4658,41024
11633,2022-07-18 07:42:19.023170528,Charger,Mobiles,West,2,22553,UPI,2896,45106
11634,2022-07-18 10:37:18.373062176,Keyboard,Electronics,South,2,32789,Card,4097,65578
11635,2022-07-18 13:32:17.722953824,Smartphone,Mobiles,West,4,23858,Cash,4078,95432
